sample_idx,fake_cls,label,prediction,correct,dominant_token,attn_img,attn_txt,attn_cross,attn_diff,attn_scalars,aitr_prob,clip_prob,ateeq_score,deberta_score
885,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.6646,0.018,0.6337,0.0079
886,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.772,0.051,0.8743,0.5
887,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.6851,0.0279,0.6798,0.5
888,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7678,0.0921,0.8119,0.9874
889,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7404,0.022,0.8014,0.5
890,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.7579,0.6301,0.0958,0.5
891,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9441,0.9943,0.7801,0.015
892,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.4875,0.03,0.3523,0.5
893,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6881,0.0006,0.7755,0.5
894,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.6085,0.0185,0.5373,0.5
895,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.661,0.1675,0.4494,0.5
896,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.7753,0.5245,0.2905,0.0013
897,mismatch,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.3766,0.0005,0.2314,0.0066
898,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.4866,0.0029,0.3827,0.0055
899,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.6817,0.0,0.7773,0.5
900,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.7028,0.0029,0.763,0.1134
901,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.8131,0.399,0.5621,0.0058
902,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.6023,0.0002,0.6121,0.5
903,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.775,0.0592,0.8448,0.0092
904,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.5854,0.1763,0.3184,0.5
905,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.9331,0.9959,0.5343,0.5
906,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.183,0.7131,0.096,0.662,0.0096
907,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3944,0.0522,0.1796,0.5
908,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1827,0.9067,0.998,0.263,0.0037
909,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.9334,0.9915,0.5954,0.5
910,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8396,0.3583,0.6724,0.0297
911,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.4535,0.0703,0.2212,0.0026
912,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.5555,0.0146,0.4961,0.5
913,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4561,0.0298,0.2971,0.0369
914,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.7391,0.0105,0.8308,0.0033
915,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.8863,0.6427,0.6463,0.5
916,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.183,0.7403,0.1405,0.6635,0.5
917,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.6419,0.2934,0.2924,0.5
918,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.4239,0.0852,0.1532,0.003
919,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.7795,0.6354,0.1339,0.5
920,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.5611,0.0905,0.3748,0.0017
921,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7758,0.0683,0.8943,0.0007
922,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6826,0.0003,0.7642,0.5
923,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1823,0.382,0.0923,0.0799,0.5
924,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9379,0.9876,0.6912,0.001
925,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.6488,0.0011,0.6398,0.5
926,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9302,0.9582,0.601,0.5
927,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7467,0.0075,0.8634,0.011
928,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4259,0.0216,0.2603,0.0744
929,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.6497,0.3475,0.2423,0.0311
930,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6934,0.0001,0.7761,0.5
931,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.5103,0.0098,0.4108,0.5
932,mismatch,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1831,0.7487,0.0026,0.8617,0.013
933,mismatch,1,0,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.5304,0.0189,0.4253,0.0208
934,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.2777,0.0003,0.0249,0.5
935,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.4899,0.0049,0.3942,0.5
936,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.496,0.0044,0.4013,0.5
937,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.6264,0.0007,0.6264,0.9782
938,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4291,0.0078,0.3133,0.5
939,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.4226,0.0003,0.3189,0.5
940,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.5848,0.0025,0.5544,0.5
941,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9248,0.998,0.4827,0.5
942,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1828,0.4995,0.0,0.4222,0.5
943,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.8608,0.6995,0.3457,0.0136
944,mismatch,1,0,0,scalars,0.164,0.1616,0.1637,0.162,0.1822,0.2762,0.0017,0.0175,0.5
945,mismatch,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1826,0.3857,0.0,0.2522,0.5
946,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.8795,0.6101,0.5665,0.0004
947,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1617,0.1824,0.4399,0.1102,0.1375,0.5
948,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3546,0.0197,0.1289,0.5
949,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.9005,0.7164,0.6019,0.5
950,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3309,0.0013,0.162,0.0005
951,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.9285,0.9674,0.5746,0.0034
952,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1824,0.4024,0.0769,0.1374,0.0023
953,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.8236,0.493,0.4678,0.5
954,mismatch,1,0,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.4988,0.0163,0.4128,0.0002
955,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1617,0.1827,0.4523,0.0199,0.3435,0.0163
956,mismatch,1,0,0,scalars,0.1638,0.1617,0.1637,0.1618,0.1827,0.4357,0.0032,0.3622,0.0009
957,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.4571,0.1798,0.1192,0.0147
958,mismatch,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.3392,0.0,0.1719,0.5
959,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1618,0.1826,0.8859,0.9663,0.1841,0.5
960,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1617,0.1825,0.3542,0.0114,0.2011,0.0001
961,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3316,0.0042,0.1264,0.0001
962,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3222,0.0001,0.131,0.0007
963,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3515,0.0139,0.1517,0.0026
964,mismatch,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1824,0.3421,0.0005,0.1759,0.5
965,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.6626,0.4683,0.1316,0.0005
966,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.6197,0.0903,0.4968,0.5
967,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.2878,0.0009,0.0653,0.5
968,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3903,0.0169,0.2002,0.0004
969,mismatch,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.4789,0.1961,0.1434,0.5
970,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1827,0.8984,0.9992,0.2207,0.0346
971,mismatch,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1823,0.3262,0.0006,0.1049,0.0018
972,mismatch,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1827,0.4156,0.0001,0.3008,0.0258
973,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.4666,0.039,0.3256,0.0001
974,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1617,0.1826,0.6637,0.404,0.1881,0.0063
975,mismatch,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1822,0.3643,0.0872,0.0258,0.5
976,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1619,0.1828,0.8869,0.9064,0.3392,0.0323
977,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.6494,0.0112,0.6616,0.5
978,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6578,0.1078,0.522,0.5
979,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.86,0.7231,0.3553,0.5
980,mismatch,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1823,0.4553,0.2399,0.0041,0.0005
981,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.3177,0.0267,0.0709,0.0419
982,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1823,0.2767,0.0001,0.0199,0.001
983,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.7736,0.68,0.0424,0.5
984,mismatch,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1823,0.2806,0.0005,0.0293,0.0002
985,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3566,0.0049,0.1979,0.0016
986,mismatch,1,1,1,scalars,0.1638,0.1617,0.1637,0.1618,0.1826,0.7088,0.5358,0.1478,0.0053
987,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9097,0.8475,0.5566,0.0014
988,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9333,0.9914,0.5956,0.0001
989,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.4311,0.1674,0.0974,0.0016
990,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.3481,0.0912,0.035,0.5
991,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6373,0.1409,0.4881,0.0003
992,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.3695,0.0003,0.254,0.5
993,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.183,0.6908,0.0001,0.7895,0.0005
994,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.8712,0.9866,0.0797,0.5
995,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.355,0.011,0.1889,0.0161
996,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.4184,0.0008,0.299,0.0054
997,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3816,0.0016,0.2328,0.0145
998,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1825,0.3308,0.0007,0.1508,0.5
999,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.4167,0.0,0.3464,0.5
